Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Total effort hours,Performance Index
9,46,No,6,3,12,41
5,73,No,7,8,13,61
9,71,No,5,7,16,69
3,88,Yes,8,3,6,68
4,52,No,9,5,9,38
9,69,Yes,4,6,15,67
6,64,No,7,9,15,54
2,60,Yes,4,7,9,39
7,99,No,7,3,10,93
2,98,No,8,0,2,76
2,60,Yes,9,4,6,39
1,67,Yes,8,0,1,38
3,87,Yes,8,3,6,69
6,97,Yes,7,6,12,88
8,59,No,6,6,14,54
9,73,No,9,0,9,68
7,44,No,4,8,15,33
4,57,No,6,1,5,40
6,99,No,6,4,10,87
5,78,Yes,5,5,10,64
8,82,Yes,4,0,8,70
1,96,No,7,1,2,70
1,96,Yes,5,6,7,72
6,50,No,5,5,11,38
2,93,No,8,5,7,71
5,56,Yes,7,5,10,40
1,87,No,6,6,7,58
7,84,Yes,9,9,16,77
1,61,No,6,8,9,38
4,76,Yes,6,8,12,60
9,59,No,8,1,10,57
1,87,No,6,1,2,63
4,99,Yes,4,4,8,82
6,93,No,6,9,15,84
6,93,No,6,6,12,84
8,87,Yes,4,2,10,77
1,87,Yes,8,2,3,61
7,85,Yes,5,3,10,73
1,45,No,7,2,3,15
7,73,Yes,8,2,9,64
3,53,Yes,6,7,10,33
8,87,Yes,5,6,14,78
3,62,No,7,6,9,43
1,59,Yes,7,9,10,34
8,52,No,7,1,9,48
3,86,No,4,8,11,66
2,83,Yes,4,5,7,60
1,80,No,5,2,3,53
3,71,No,6,8,11,51
2,65,No,5,8,10,43
2,89,No,6,5,7,68
6,92,No,8,9,15,80
1,53,Yes,7,5,6,26
2,91,Yes,7,7,9,70
6,96,Yes,4,7,13,85
3,75,No,8,5,8,57
4,47,Yes,9,6,10,30
1,79,No,8,3,4,56
8,61,No,6,0,8,53
7,61,No,8,3,10,52
7,55,No,4,7,14,47
3,66,Yes,6,7,10,48
3,95,No,5,1,4,78
2,99,Yes,6,6,8,79
1,99,Yes,5,0,1,75
7,49,No,9,1,8,40
7,64,Yes,6,7,14,59
2,70,Yes,7,9,11,49
7,60,Yes,9,3,10,48
8,66,No,5,2,10,60
1,56,No,4,1,2,29
9,72,No,9,5,14,68
7,70,Yes,9,3,10,63
3,89,Yes,9,2,5,71
8,81,No,5,2,10,76
7,65,No,5,9,16,57
8,60,Yes,6,2,10,54
6,75,No,7,7,13,61
9,40,No,9,8,17,34
5,43,Yes,6,8,13,32
3,43,Yes,6,4,7,23
3,65,No,7,0,3,44
1,43,No,6,9,10,18
8,88,No,7,4,12,82
2,48,No,4,0,2,18
3,69,Yes,7,8,11,52
8,90,No,8,9,17,88
8,84,No,7,7,15,78
4,43,Yes,7,6,10,26
4,44,Yes,8,1,5,26
5,84,Yes,7,1,6,74
6,62,Yes,5,3,9,52
5,55,Yes,6,8,13,40
7,61,Yes,6,8,15,54
2,76,Yes,4,7,9,51
7,47,No,4,4,11,35
7,87,No,8,6,13,79
1,72,Yes,5,8,9,45
7,94,No,4,2,9,81
5,99,No,6,3,8,87
3,77,Yes,4,1,4,56
3,82,Yes,4,8,11,65
4,55,Yes,7,6,10,38
2,44,Yes,4,5,7,17
2,55,Yes,8,4,6,35
1,46,No,6,6,7,20
5,90,No,8,2,7,75
4,40,Yes,8,4,8,26
2,48,Yes,9,1,3,23
3,57,No,5,4,7,38
7,84,No,9,6,13,78
7,97,No,9,9,16,91
4,86,Yes,7,6,10,67
5,42,Yes,8,8,13,31
5,63,No,5,2,7,49
6,67,Yes,6,7,13,57
9,49,No,6,4,13,45
2,48,Yes,5,6,8,22
5,52,Yes,8,0,5,35
3,87,No,8,0,3,65
4,74,No,7,3,7,53
6,93,Yes,7,4,10,79
8,62,No,9,9,17,57
1,86,Yes,6,2,3,58
8,56,No,7,5,13,50
7,85,No,5,2,9,75
1,46,Yes,6,4,5,17
2,91,Yes,8,0,2,70
3,55,Yes,6,2,5,36
1,92,No,4,6,7,61
9,79,No,6,2,11,78
8,75,Yes,7,4,12,71
2,59,No,5,6,8,36
9,63,Yes,8,1,10,63
7,86,Yes,8,2,9,78
9,44,Yes,7,3,12,39
6,84,Yes,7,4,10,70
6,45,Yes,7,8,14,34
4,67,No,4,8,12,49
2,98,No,5,3,5,71
7,44,Yes,4,8,15,34
5,88,No,7,3,8,77
6,78,Yes,5,1,7,67
2,77,No,7,9,11,52
5,41,No,5,0,5,25
4,82,Yes,8,6,10,68
9,78,No,4,3,12,76
6,93,Yes,9,7,13,85
2,60,No,7,7,9,40
1,79,Yes,7,7,8,56
5,76,Yes,6,5,10,62
9,98,Yes,9,8,17,99
6,57,Yes,8,3,9,46
7,93,Yes,7,4,11,86
5,87,Yes,4,3,8,73
6,85,No,8,4,10,74
5,51,Yes,7,1,6,37
9,56,No,4,4,13,50
6,76,Yes,6,9,15,65
8,85,No,6,7,15,79
2,77,Yes,4,8,10,53
9,54,Yes,8,6,15,55
5,46,No,4,6,11,31
7,53,Yes,9,5,12,47
1,89,Yes,4,1,2,63
5,40,Yes,6,9,14,27
2,77,Yes,6,9,11,53
6,42,No,6,8,14,33
1,76,Yes,9,4,5,56
3,83,No,7,5,8,65
5,70,Yes,9,0,5,55
4,82,Yes,7,4,8,67
3,52,Yes,9,5,8,32
5,87,Yes,5,9,14,73
8,57,No,7,1,9,45
4,56,Yes,8,6,10,43
1,56,Yes,8,3,4,32
7,50,Yes,6,4,11,42
8,59,No,9,2,10,55
3,49,No,4,4,7,28
6,68,No,6,3,9,58
2,87,No,4,9,11,67
7,73,Yes,9,5,12,66
8,56,Yes,6,1,9,46
6,93,No,6,2,8,79
6,91,Yes,8,9,15,83
5,81,Yes,4,0,5,63
8,52,No,5,6,14,45
1,83,Yes,5,8,9,63
4,86,No,6,1,5,70
4,78,No,9,6,10,58
3,66,No,6,2,5,50
3,93,No,8,4,7,77
4,92,No,4,5,9,75
1,65,No,6,7,8,40
2,67,Yes,9,3,5,43
9,52,Yes,5,1,10,47
2,51,Yes,4,2,4,22
5,83,No,6,7,12,71
9,67,No,4,6,15,63
9,41,No,8,5,14,37
8,76,Yes,5,4,12,72
1,96,Yes,9,4,5,73
1,96,No,4,0,1,72
9,73,No,5,5,14,68
8,62,No,6,8,16,59
9,97,No,9,7,16,97
7,91,No,9,9,16,83
3,84,Yes,7,0,3,65
3,68,No,4,5,8,47
2,74,No,5,2,4,51
5,50,No,4,5,10,32
3,87,No,6,8,11,63
6,72,Yes,6,5,11,60
2,90,No,9,7,9,70
3,50,No,9,5,8,32
5,48,No,5,5,10,32
1,53,Yes,8,6,7,29
1,48,No,4,9,10,21
9,78,Yes,4,3,12,74
7,87,No,6,7,14,81
1,42,No,4,3,4,11
8,68,No,5,6,14,65
3,58,No,7,0,3,37
8,75,No,9,8,16,75
5,71,No,6,9,14,61
1,46,No,9,8,9,17
7,94,No,9,6,13,87
5,67,No,9,7,12,52
6,83,Yes,7,1,7,71
6,57,Yes,4,9,15,46
8,99,Yes,8,9,17,99
9,44,Yes,9,6,15,40
2,62,No,5,0,2,42
9,94,No,9,2,11,91
9,61,Yes,9,5,14,57
7,65,Yes,4,4,11,58
1,81,Yes,5,4,5,55
7,51,Yes,4,8,15,46
5,79,No,9,5,10,64
6,58,Yes,4,2,8,45
7,86,No,4,1,8,78
5,40,No,6,8,13,24
7,42,No,7,9,16,36
9,66,Yes,8,3,12,65
3,57,Yes,7,4,7,35
8,89,No,7,8,16,87
2,69,Yes,5,4,6,45
7,41,Yes,6,6,13,35
2,44,No,6,1,3,18
4,68,No,4,1,5,46
7,72,Yes,7,3,10,63
3,81,No,8,7,10,62
2,59,Yes,5,1,3,35
7,69,Yes,6,9,16,63
1,81,No,4,6,7,58
8,44,No,8,0,8,37
3,89,Yes,7,8,11,74
2,60,No,8,9,11,40
3,97,Yes,6,5,8,78
5,54,No,5,0,5,38
8,59,Yes,7,9,17,55
7,47,No,5,5,12,39
7,88,Yes,9,4,11,84
7,70,Yes,8,4,11,60
8,51,No,8,4,12,47
1,60,Yes,4,3,4,34
4,69,Yes,7,6,10,54
6,66,Yes,8,8,14,56
9,83,Yes,6,3,12,82
2,65,Yes,9,1,3,45
1,72,No,6,1,2,45
2,65,Yes,5,1,3,43
7,65,Yes,9,6,13,57
3,75,Yes,9,3,6,56
2,79,No,6,3,5,56
7,40,No,8,0,7,30
2,98,Yes,6,3,5,75
3,54,Yes,7,5,8,33
7,89,No,5,1,8,80
4,40,No,9,3,7,27
1,50,Yes,7,6,7,26
5,94,No,8,8,13,81
9,41,Yes,8,1,10,41
8,40,Yes,6,7,15,34
9,70,Yes,4,5,14,68
9,83,No,9,7,16,83
7,55,Yes,9,1,8,44
4,93,Yes,4,0,4,75
5,61,No,8,6,11,52
1,81,Yes,8,8,9,56
1,57,Yes,9,8,9,37
3,86,Yes,5,1,4,67
8,56,No,9,3,11,50
2,69,No,8,0,2,46
4,49,Yes,8,6,10,31
2,74,No,5,1,3,51
5,97,Yes,7,3,8,82
9,60,Yes,7,1,10,58
1,55,No,5,0,1,31
5,45,No,5,6,11,29
9,42,Yes,7,5,14,40
1,80,No,7,1,2,51
9,82,No,7,3,12,79
8,60,No,7,2,10,52
4,52,Yes,9,2,6,36
5,57,Yes,9,2,7,43
5,97,No,6,3,8,81
6,93,Yes,5,0,6,81
7,99,Yes,4,0,7,84
8,63,No,6,6,14,55
8,66,Yes,4,4,12,64
2,93,No,4,2,4,68
9,43,Yes,8,8,17,41
7,61,Yes,5,4,11,53
4,63,No,9,9,13,50
4,79,Yes,6,2,6,65
8,84,No,5,8,16,78
4,49,Yes,7,0,4,31
6,41,Yes,5,8,14,30
5,79,Yes,4,4,9,64
3,45,No,9,5,8,26
2,87,Yes,7,1,3,66
9,57,Yes,5,7,16,55
9,56,No,5,2,11,52
1,77,No,9,0,1,57
3,84,Yes,4,6,9,68
8,62,No,7,2,10,57
6,85,No,4,3,9,75
5,69,No,9,4,9,54
5,97,No,5,0,5,82
6,60,Yes,6,8,14,51
7,49,No,6,6,13,43
1,95,Yes,8,1,2,68
9,82,Yes,6,0,9,77
3,52,Yes,9,1,4,33
4,51,No,9,2,6,37
1,48,No,9,2,3,23
3,43,Yes,7,7,10,26
2,78,Yes,8,4,6,56
2,63,No,7,8,10,42
1,93,No,6,2,3,65
8,73,Yes,6,5,13,66
3,78,No,5,3,6,57
3,80,No,7,7,10,59
6,44,Yes,4,0,6,28
8,54,No,5,3,11,46
9,89,No,7,6,15,84
9,43,Yes,9,8,17,42
4,90,No,8,0,4,73
5,91,Yes,7,7,12,77
2,97,No,8,1,3,74
9,78,Yes,8,3,12,75
8,97,No,6,3,11,94
3,47,Yes,4,7,10,27
9,88,No,7,1,10,89
3,84,No,4,6,9,62
9,63,No,8,2,11,59
2,92,Yes,6,8,10,73
9,67,No,4,4,13,57
8,94,Yes,5,7,15,90
9,82,No,8,4,13,80
5,66,No,5,0,5,50
2,40,No,9,8,10,18
8,73,No,4,9,17,68
6,56,No,4,6,12,39
8,76,No,4,3,11,67
5,77,Yes,9,6,11,69
2,65,Yes,7,4,6,43
6,96,No,8,9,15,84
5,63,No,8,8,13,50
5,78,No,8,1,6,65
1,99,No,7,3,4,74
2,60,No,4,5,7,35
8,69,Yes,4,4,12,61
3,86,No,9,0,3,64
3,90,No,5,8,11,66
8,87,Yes,7,8,16,81
8,96,Yes,6,2,10,93
2,52,Yes,7,3,5,28
8,76,No,9,3,11,71
1,42,No,5,9,10,13
6,71,No,5,7,13,59
8,74,No,5,5,13,67
3,58,No,4,1,4,35
8,53,Yes,6,3,11,46
1,87,No,5,0,1,59
9,61,No,8,2,11,57
9,56,No,4,3,12,51
5,98,Yes,6,7,12,80
4,43,No,8,2,6,22
6,84,No,6,4,10,71
7,79,No,9,0,7,73
5,58,No,6,3,8,40
9,76,Yes,8,1,10,75
3,41,Yes,7,3,6,24
7,54,Yes,6,4,11,45
5,41,No,7,2,7,25
7,50,Yes,6,5,12,42
2,84,Yes,9,1,3,63
4,62,No,8,4,8,44
2,49,No,6,3,5,26
7,42,Yes,5,4,11,31
2,44,Yes,9,8,10,26
1,42,Yes,5,5,6,15
9,77,Yes,9,6,15,77
1,52,No,9,7,8,31
8,81,No,6,8,16,75
2,58,Yes,8,4,6,34
8,79,Yes,8,7,15,74
3,89,Yes,4,1,4,68
6,74,No,8,9,15,64
3,63,No,7,8,11,43
7,63,No,6,1,8,54
9,56,Yes,5,4,13,53
2,79,No,8,5,7,56
5,49,Yes,5,3,8,34
6,41,Yes,4,7,13,27
4,83,No,6,9,13,66
4,62,Yes,8,2,6,41
4,45,No,5,4,8,25
2,41,No,9,1,3,20
4,60,Yes,8,2,6,45
1,94,Yes,4,7,8,70
6,95,No,9,4,10,86
1,74,No,5,2,3,46
6,88,No,5,4,10,73
1,68,No,6,8,9,42
6,46,No,6,2,8,27
8,68,No,5,9,17,64
2,92,No,9,6,8,71
2,76,Yes,6,7,9,56
4,62,No,5,4,8,43
3,72,Yes,9,2,5,50
4,47,Yes,7,5,9,31
7,51,No,8,2,9,42
1,85,No,7,8,9,60
6,87,No,7,1,7,76
3,49,No,8,2,5,28
7,54,No,5,6,13,45
2,92,Yes,5,9,11,71
2,63,Yes,6,7,9,44
4,65,No,4,4,8,48
1,86,No,5,4,5,57
3,81,No,8,4,7,61
9,92,No,4,3,12,86
7,99,Yes,8,8,15,95
7,78,Yes,8,5,12,70
4,97,Yes,8,7,11,81
2,42,No,4,7,9,18
4,41,No,7,4,8,24
6,45,No,9,8,14,32
3,60,Yes,8,1,4,40
1,48,Yes,6,7,8,25
8,49,Yes,5,2,10,41
5,75,No,9,6,11,66
5,98,Yes,5,8,13,83
4,42,No,5,4,8,22
6,80,Yes,4,7,13,70
3,63,No,6,3,6,42
9,61,No,6,0,9,56
5,88,No,9,0,5,72
3,53,No,6,5,8,31
1,81,Yes,6,7,8,60
6,84,Yes,6,9,15,74
2,83,Yes,9,1,3,62
3,66,No,7,3,6,44
1,72,Yes,6,2,3,46
9,99,No,6,8,17,96
8,61,Yes,4,2,10,51
2,68,Yes,4,7,9,43
8,58,No,6,6,14,51
9,58,No,7,0,9,58
1,45,No,6,7,8,23
5,84,Yes,6,8,13,67
8,58,No,6,7,15,50
2,52,Yes,8,9,11,31
4,98,Yes,7,9,13,83
7,65,Yes,5,0,7,55
3,61,No,6,6,9,44
5,60,Yes,5,8,13,45
8,75,No,7,4,12,73
3,95,No,6,1,4,76
4,41,Yes,5,7,11,23
9,86,Yes,9,8,17,84
7,83,Yes,5,6,13,73
1,69,Yes,7,4,5,48
4,66,No,6,7,11,50
4,46,No,8,5,9,30
9,59,No,7,3,12,51
6,89,No,8,0,6,76
9,70,No,6,5,14,66
6,62,No,5,7,13,50
6,52,No,9,2,8,40
5,56,No,9,6,11,42
5,43,No,7,6,11,29
2,96,Yes,7,8,10,77
8,53,Yes,7,0,8,45
8,59,No,4,4,12,49
1,99,No,9,7,8,74
8,52,Yes,9,2,10,45
5,42,Yes,6,4,9,27
2,65,Yes,4,0,2,44
2,65,No,7,8,10,42
6,57,Yes,7,3,9,43
9,71,Yes,8,4,13,68
1,53,Yes,4,2,3,29
6,86,Yes,5,1,7,73
9,42,Yes,9,6,15,39
8,40,No,6,4,12,30
6,65,Yes,5,9,15,53
3,63,No,5,2,5,38
8,88,Yes,6,1,9,82
9,74,Yes,7,9,18,72
1,53,Yes,9,5,6,24
9,42,Yes,8,9,18,44
6,52,Yes,7,5,11,45
6,86,No,7,2,8,75
4,89,No,4,8,12,75
1,53,No,5,0,1,26
8,60,No,5,2,10,49
2,65,No,9,0,2,42
1,42,No,5,6,7,14
2,90,No,8,1,3,64
1,79,Yes,8,3,4,54
1,43,No,8,3,4,16
9,75,Yes,6,7,16,73
1,90,Yes,9,3,4,67
4,82,No,8,2,6,69
6,40,Yes,4,9,15,28
7,79,Yes,4,2,9,67
2,86,No,7,4,6,62
6,72,Yes,7,5,11,60
7,46,No,9,6,13,43
2,92,Yes,7,4,6,70
2,91,No,7,6,8,70
7,91,Yes,4,3,10,84
1,95,No,7,4,5,72
8,50,Yes,4,5,13,44
3,66,No,8,8,11,46
6,53,Yes,8,5,11,41
9,61,Yes,9,9,18,58
6,55,No,6,0,6,44
9,85,Yes,7,6,15,89
7,51,No,8,2,9,45
9,88,Yes,8,5,14,87
2,85,Yes,9,1,3,61
8,49,No,5,6,14,41
8,63,Yes,5,0,8,57
2,85,No,9,1,3,62
4,57,Yes,4,8,12,39
7,61,Yes,6,8,15,54
4,48,Yes,9,6,10,33
4,56,Yes,5,1,5,42
6,77,No,6,4,10,70
6,79,No,8,3,9,67
3,97,Yes,9,1,4,80
9,52,Yes,4,1,10,44
2,89,No,6,9,11,69
6,76,Yes,5,7,13,66
7,45,No,8,4,11,35
9,60,Yes,9,7,16,61
3,90,Yes,7,1,4,68
3,75,No,8,1,4,55
7,46,Yes,5,2,9,36
4,75,No,9,9,13,56
8,64,No,5,7,15,58
7,50,No,7,7,14,40
5,83,No,8,2,7,68
7,53,No,6,0,7,43
3,84,No,6,6,9,61
2,68,Yes,8,3,5,45
6,49,No,6,2,8,36
2,89,No,9,4,6,67
3,87,Yes,8,5,8,67
6,44,No,8,0,6,29
5,47,Yes,5,8,13,31
8,85,No,4,5,13,74
9,44,No,5,2,11,37
3,97,No,6,0,3,79
3,99,Yes,4,8,11,76
3,63,Yes,8,1,4,45
6,79,No,6,9,15,65
1,96,No,7,5,6,72
7,65,Yes,6,5,12,62
1,45,Yes,4,2,3,19
5,55,Yes,4,5,10,39
8,99,No,8,1,9,93
4,75,Yes,9,7,11,62
5,51,Yes,7,0,5,37
4,50,Yes,8,5,9,34
4,42,Yes,7,0,4,23
8,83,Yes,7,8,16,79
2,76,Yes,8,8,10,51
1,45,Yes,6,5,6,18
3,58,No,5,5,8,41
9,57,Yes,7,8,17,57
4,55,No,4,4,8,36
5,62,No,8,8,13,47
2,82,Yes,9,4,6,65
4,76,No,6,3,7,57
2,48,No,7,1,3,22
2,42,Yes,9,1,3,20
4,47,No,6,0,4,27
6,77,Yes,8,9,15,64
7,43,Yes,9,2,9,32
3,51,Yes,4,0,3,29
3,83,Yes,7,5,8,62
6,70,Yes,7,6,12,56
3,64,Yes,9,8,11,43
2,92,Yes,6,6,8,70
8,55,No,8,3,11,49
5,81,Yes,5,3,8,68
1,93,No,7,7,8,66
3,53,Yes,4,3,6,31
8,52,Yes,7,0,8,44
4,80,Yes,7,8,12,65
7,46,No,5,2,9,36
2,51,No,5,0,2,27
7,76,No,8,8,15,71
5,89,No,7,9,14,76
5,43,No,7,9,14,31
6,41,No,6,4,10,26
9,74,Yes,6,8,17,69
6,97,Yes,9,2,8,90
8,83,No,9,5,13,79
7,42,No,4,6,13,33
9,43,No,4,4,13,40
4,77,No,6,7,11,58
2,51,No,9,9,11,28
7,58,Yes,4,5,12,50
6,49,Yes,7,5,11,37
1,40,Yes,9,6,7,15
9,56,Yes,5,7,16,50
9,55,Yes,9,1,10,55
2,48,Yes,7,6,8,25
3,96,Yes,6,8,11,79
5,92,Yes,8,0,5,79
5,48,No,8,0,5,36
1,98,No,6,6,7,69
8,94,Yes,7,4,12,83
8,48,Yes,4,0,8,44
4,51,Yes,9,0,4,36
7,94,No,9,1,8,84
3,80,No,4,9,12,58
6,54,Yes,8,8,14,44
9,41,No,6,2,11,36
1,50,Yes,6,8,9,23
5,50,Yes,5,5,10,33
4,47,Yes,8,9,13,31
8,94,Yes,6,5,13,90
1,71,Yes,5,6,7,45
9,45,No,4,9,18,40
6,92,Yes,8,7,13,81
4,59,Yes,8,2,6,47
9,78,Yes,6,7,16,75
5,74,Yes,6,5,10,61
5,47,No,7,5,10,37
5,89,Yes,4,2,7,75
1,88,Yes,4,5,6,63
1,82,No,9,7,8,61
8,73,Yes,5,6,14,70
8,96,Yes,5,9,17,91
6,92,Yes,7,9,15,80
4,98,Yes,9,6,10,83
2,95,No,4,2,4,72
2,58,Yes,5,9,11,35
9,46,Yes,4,2,11,41
5,70,No,4,4,9,57
4,57,Yes,9,4,8,43
1,79,Yes,5,8,9,55
7,53,No,6,8,15,42
3,78,Yes,6,9,12,59
6,99,No,9,4,10,90
5,92,Yes,5,4,9,79
5,99,No,7,5,10,89
5,98,Yes,8,7,12,87
1,75,Yes,9,5,6,50
1,56,No,4,5,6,33
3,76,Yes,9,8,11,58
4,83,No,8,0,4,68
5,48,No,9,3,8,33
2,97,No,5,9,11,73
8,59,No,4,9,17,50
2,84,Yes,8,1,3,59
9,96,No,6,8,17,93
2,67,Yes,7,2,4,47
9,89,Yes,9,9,18,89
7,59,No,9,1,8,47
8,80,No,8,7,15,77
2,75,Yes,7,3,5,53
7,92,No,9,1,8,87
6,66,Yes,6,3,9,53
4,47,No,8,6,10,28
7,71,Yes,5,6,13,66
4,40,Yes,4,0,4,23
2,56,No,6,0,2,28
7,96,Yes,7,2,9,89
8,48,Yes,7,1,9,38
2,59,No,6,2,4,37
5,84,No,5,3,8,66
1,71,No,9,6,7,44
7,41,No,5,1,8,33
8,71,No,9,6,14,67
6,84,Yes,9,4,10,76
5,48,Yes,7,7,12,33
6,69,No,9,7,13,59
2,59,Yes,6,4,6,39
1,77,Yes,9,9,10,55
7,99,Yes,6,7,14,96
7,40,Yes,4,8,15,30
2,99,Yes,7,6,8,80
2,96,No,5,5,7,75
1,44,No,8,6,7,19
8,74,Yes,5,6,14,71
8,75,Yes,5,2,10,67
1,40,No,8,5,6,16
8,53,No,7,5,13,45
9,48,No,9,8,17,44
4,69,No,4,0,4,50
1,63,Yes,5,6,7,37
1,43,No,9,0,1,15
3,89,No,5,9,12,71
5,53,Yes,7,3,8,42
5,64,No,7,6,11,49
9,43,No,6,5,14,41
2,64,No,7,5,7,40
2,49,No,7,4,6,25
6,74,No,5,6,12,62
9,94,Yes,4,8,17,93
1,46,Yes,5,5,6,19
9,81,Yes,9,9,18,77
9,52,Yes,7,6,15,52
9,43,Yes,6,8,17,41
5,89,No,4,6,11,69
9,82,No,6,5,14,82
4,96,No,8,2,6,82
2,75,No,6,0,2,49
6,95,No,6,9,15,82
4,53,No,9,8,12,40
6,57,No,7,6,12,48
3,47,No,9,2,5,28
6,71,No,7,9,15,60
2,66,No,9,8,10,43
2,81,No,7,2,4,59
9,76,No,7,2,11,71
7,62,No,7,6,13,52
3,46,Yes,6,1,4,27
1,51,No,8,9,10,28
8,64,Yes,7,6,14,62
6,42,No,8,6,12,27
7,65,No,8,0,7,55
9,43,No,5,9,18,39
5,81,Yes,5,1,6,66
1,75,Yes,4,4,5,46
7,54,No,9,3,10,47
5,71,No,5,2,7,59
3,68,No,7,9,12,46
9,49,No,8,7,16,47
1,60,Yes,9,6,7,39
1,93,Yes,4,8,9,67
1,55,No,5,2,3,26
3,86,Yes,6,9,12,68
6,58,Yes,9,0,6,49
3,68,No,4,8,11,45
8,91,No,7,8,16,88
2,90,No,9,0,2,67
9,57,Yes,8,7,16,54
3,97,No,7,9,12,75
5,83,Yes,7,0,5,67
8,96,No,9,5,13,91
2,55,No,6,8,10,30
6,40,Yes,6,2,8,29
5,87,Yes,9,5,10,75
9,41,Yes,9,2,11,41
5,95,Yes,9,4,9,84
2,54,Yes,8,6,8,31
5,78,Yes,5,9,14,64
4,67,No,7,3,7,48
7,40,Yes,9,3,10,29
6,44,Yes,5,6,12,33
2,81,No,8,4,6,59
5,61,Yes,7,0,5,45
7,92,Yes,5,9,16,86
7,75,No,7,1,8,65
5,85,No,6,5,10,73
9,52,No,9,8,17,50
4,40,Yes,6,6,10,20
3,55,No,4,3,6,36
4,94,Yes,8,1,5,78
5,80,No,9,3,8,65
6,61,Yes,5,4,10,48
3,71,No,7,1,4,49
2,55,No,4,0,2,32
4,90,No,8,3,7,69
5,54,Yes,8,5,10,41
4,97,Yes,8,0,4,77
3,85,No,5,0,3,60
8,91,No,9,8,16,88
4,81,No,6,4,8,61
2,92,No,4,1,3,69
2,51,Yes,5,1,3,29
1,99,No,7,3,4,73
4,40,No,5,1,5,22
9,92,Yes,7,3,12,93
7,56,Yes,7,5,12,46
7,80,No,8,6,13,74
7,94,No,5,5,12,83
8,90,Yes,6,3,11,84
1,96,Yes,7,9,10,71
8,89,No,8,2,10,82
4,67,Yes,6,3,7,49
4,46,Yes,5,4,8,27
4,48,No,6,3,7,29
6,61,No,5,2,8,50
7,65,Yes,7,0,7,53
6,92,No,4,2,8,80
1,51,No,4,4,5,21
8,46,No,9,5,13,39
7,85,No,9,3,10,74
6,86,No,7,0,6,76
6,54,Yes,6,9,15,43
5,77,Yes,5,6,11,61
6,60,No,4,8,14,48
9,53,No,5,5,14,48
9,41,No,7,5,14,40
8,47,Yes,6,8,16,40
9,84,Yes,5,3,12,80
8,94,Yes,6,4,12,90
8,45,Yes,4,4,12,36
1,76,No,5,4,5,48
5,76,No,8,7,12,60
4,96,Yes,4,0,4,76
2,72,Yes,6,9,11,47
8,80,No,7,9,17,73
3,45,No,8,2,5,22
4,91,No,9,7,11,74
7,65,No,5,8,15,58
9,78,No,9,1,10,76
2,80,Yes,4,3,5,59
3,76,No,5,7,10,55
4,53,Yes,5,4,8,33
1,76,Yes,8,0,1,50
7,47,No,8,5,12,37
2,78,Yes,8,8,10,58
5,52,Yes,8,8,13,36
1,52,No,7,0,1,25
3,79,Yes,6,3,6,62
2,82,No,8,0,2,57
1,67,No,4,6,7,39
7,97,Yes,5,2,9,84
5,57,No,9,1,6,45
1,96,No,8,7,8,72
6,58,Yes,4,8,14,45
5,77,No,7,6,11,63
3,71,Yes,4,5,8,50
7,61,Yes,9,9,16,53
9,41,No,9,5,14,36
9,99,Yes,4,8,17,97
9,52,No,7,4,13,49
2,62,Yes,9,4,6,40
3,64,No,7,1,4,43
7,67,No,5,5,12,60
5,97,Yes,8,5,10,85
2,50,Yes,9,5,7,26
3,72,No,4,3,6,53
6,63,No,6,6,12,53
7,41,Yes,6,8,15,34
9,69,No,5,0,9,63
1,56,No,6,2,3,31
7,79,Yes,5,9,16,71
8,73,Yes,8,8,16,67
3,77,No,5,4,7,57
4,61,Yes,7,5,9,46
6,44,Yes,7,7,13,34
7,87,No,7,8,15,76
4,79,Yes,9,7,11,65
8,90,Yes,7,2,10,84
5,55,No,7,9,14,38
1,52,Yes,7,0,1,27
4,65,No,7,4,8,49
3,70,Yes,9,6,9,52
9,91,Yes,7,1,10,86
8,78,No,7,0,8,74
1,87,Yes,8,3,4,64
6,62,Yes,9,2,8,53
9,87,Yes,7,3,12,87
7,51,Yes,5,0,7,43
4,53,Yes,8,1,5,37
1,95,Yes,9,0,1,68
2,57,No,6,2,4,32
5,66,Yes,4,3,8,49
5,67,Yes,9,0,5,56
8,57,No,8,5,13,52
6,55,No,7,1,7,41
8,91,No,8,9,17,87
2,55,Yes,4,4,6,34
3,52,No,4,7,10,32
6,97,No,9,3,9,89
3,68,Yes,7,4,7,46
6,48,No,7,8,14,36
6,65,Yes,5,1,7,51
2,67,Yes,4,1,3,46
7,80,Yes,7,5,12,72
2,52,Yes,4,5,7,27
6,75,Yes,5,2,8,59
1,48,No,6,8,9,25
3,86,Yes,4,0,3,67
2,53,No,5,2,4,24
7,90,Yes,5,7,14,82
4,51,No,5,7,11,35
8,92,Yes,8,3,11,88
6,97,Yes,9,7,13,87
4,96,Yes,7,9,13,79
5,71,No,4,7,12,58
9,77,No,9,0,9,76
7,42,No,8,2,9,34
9,97,Yes,4,0,9,95
7,96,Yes,9,1,8,93
1,93,No,8,3,4,67
8,91,Yes,7,2,10,85
4,55,No,5,5,9,36
3,59,Yes,9,4,7,38
7,71,No,9,4,11,66
3,95,No,4,9,12,78
8,62,Yes,5,6,14,58
6,56,No,7,6,12,48
5,55,Yes,4,8,13,41
4,77,Yes,6,7,11,61
8,47,Yes,6,2,10,42
